n_compared,mae_score,mae_category,rmse_category,mape_category,r2_category,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,qwk,spearman_category,cat1_precision,cat1_recall,cat1_f1,cat1_support,cat2_precision,cat2_recall,cat2_f1,cat2_support,cat3_precision,cat3_recall,cat3_f1,cat3_support,cat4_precision,cat4_recall,cat4_f1,cat4_support,cat5_precision,cat5_recall,cat5_f1,cat5_support,dataset
18,2.7777777777777777,0.16666666666666666,0.5270462766947299,12.962962962962965,0.8357664233576643,0.8888888888888888,0.5,0.6444444444444445,0.9827586206896552,0.9444444444444444,0.8888888888888888,0.9695740365111564,0.9248747913188647,0.8918080720799182,1.0,0.9333333333333333,0.9655172413793104,15,,,,0,0.0,0.0,,1,0.0,,,0,1.0,1.0,1.0,2,Customer_Shopping_Behavior_Dataset__
13,23.846153846153847,0.6923076923076923,1.3301243435223524,44.230769230769226,0.07142857142857151,0.6153846153846154,0.75,0.5,0.6444444444444444,0.7083333333333334,0.6153846153846154,0.6333333333333333,0.5008347245409015,0.5443337285278623,1.0,0.5,0.6666666666666666,2,,0.0,,1,,,,0,0.75,0.5,0.6,6,0.5,1.0,0.6666666666666666,4,Disease_Diagnosis_Dataset__
15,16.0,0.3333333333333333,0.5773502691896257,10.555555555555555,0.8170731707317074,0.6666666666666666,0.7083333333333334,0.6,0.9696969696969697,0.8333333333333335,0.6666666666666666,0.9545454545454545,0.9142857142857143,0.9854713827168429,1.0,1.0,1.0,1,1.0,1.0,1.0,4,,0.0,,4,0.0,0.0,,1,0.8333333333333334,1.0,0.9090909090909091,5,Disease_Risk_Prediction_Dataset__
28,1.0714285714285714,0.03571428571428571,0.1889822365046136,1.1904761904761905,0.9847161572052402,0.9642857142857143,0.8888888888888888,0.75,0.9333333333333332,0.9753086419753086,0.9642857142857143,0.9851851851851853,0.9925452609158679,0.9992864786818954,1.0,1.0,1.0,21,,,,0,,0.0,,1,0.6666666666666666,1.0,0.8,2,1.0,1.0,1.0,4,Ecommerce_Consumer_Behavior_Analysis_Data__
48,7.1875,0.3541666666666667,0.7216878364870323,15.277777777777777,0.804177545691906,0.7291666666666666,0.7571428571428571,0.5166666666666666,0.6996336996336996,0.8095238095238096,0.7291666666666666,0.7883782883782883,0.9027867790019443,0.865169218705023,0.7857142857142857,0.9166666666666666,0.8461538461538461,24,0.0,0.0,,4,1.0,0.16666666666666666,0.2857142857142857,6,1.0,0.5,0.6666666666666666,4,1.0,1.0,1.0,10,Employee_Attrition_Classification_Dataset
8,1.25,0.125,0.3535533905932738,6.25,0.9562841530054644,0.875,0.9166666666666667,0.6666666666666666,0.9545454545454546,0.880952380952381,0.875,0.935064935064935,0.9787234042553191,0.8728715609439694,0.8333333333333334,1.0,0.9090909090909091,5,,0.0,,1,,,,0,,,,0,1.0,1.0,1.0,2,Employee_Data_
31,7.741935483870968,0.3225806451612903,0.672021505032247,16.666666666666664,0.8190158465387822,0.7419354838709677,0.7377819548872181,0.6066666666666667,0.7267156862745097,0.7638540796435535,0.7419354838709677,0.7877632534495278,0.9177718832891246,0.8573543147609769,0.7368421052631579,0.9333333333333333,0.8235294117647058,15,,0.0,,4,0.5,0.5,0.5,2,1.0,0.6,0.7499999999999999,5,0.7142857142857143,1.0,0.8333333333333333,5,Employee_Dataset_Retail_
12,7.5,0.5,0.7071067811865476,29.444444444444446,0.8363636363636364,0.5,0.35,0.3375,0.7619047619047619,0.6458333333333334,0.5,0.7513227513227512,0.912621359223301,0.8689261647220448,0.75,0.6,0.6666666666666665,5,0.0,0.0,,2,0.0,0.0,,1,0.0,,,0,1.0,0.75,0.8571428571428571,4,Employee_Performance_and_Salary_Dataset
8,6.875,0.375,0.6123724356957945,21.25,0.8823529411764706,0.625,0.5416666666666666,0.611111111111111,0.6555555555555556,0.75,0.625,0.675,0.9368421052631579,0.8171505630757668,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.5,0.5,0.5,2,,,,0,0.0,,,0,1.0,0.6666666666666666,0.8,3,Employee_Records_Dataset_
4,12.5,0.25,0.5,8.333333333333332,0.6666666666666667,0.75,0.5,0.5,1.0,1.0,0.75,1.0,0.9,1.0,,,,0,0.0,,,0,,0.0,,1,,,,0,1.0,1.0,1.0,3,Employee_Salaries_Datatset__
9,7.222222222222222,0.3333333333333333,0.5773502691896257,10.555555555555555,0.8636363636363636,0.6666666666666666,0.6666666666666666,0.6333333333333333,0.6916666666666667,0.7291666666666666,0.6666666666666666,0.7083333333333334,0.9333333333333333,0.9427404252459696,0.6666666666666666,1.0,0.8,2,,0.0,,1,0.5,1.0,0.6666666666666666,1,0.5,0.5,0.5,2,1.0,0.6666666666666666,0.8,3,Employee_Salary_Dataset
14,3.642857142857143,0.21428571428571427,0.5976143046671968,21.428571428571427,0.9055330634278003,0.8571428571428571,0.6,0.9047619047619048,0.9444444444444443,1.0,0.8571428571428571,0.9166666666666666,0.9496402877697842,0.9539392014169457,1.0,0.7142857142857143,0.8333333333333333,7,0.0,,,0,0.0,,,0,1.0,1.0,1.0,1,1.0,1.0,1.0,6,Employee_Sample_Data__
9,8.333333333333334,0.2222222222222222,0.4714045207910317,16.666666666666664,0.9230769230769231,0.7777777777777778,0.7,0.7333333333333333,0.8666666666666667,0.8333333333333334,0.7777777777777778,0.8833333333333333,0.9583333333333334,0.9823393514991443,1.0,0.6666666666666666,0.8,3,0.0,0.0,,1,0.5,1.0,0.6666666666666666,1,1.0,1.0,1.0,1,1.0,1.0,1.0,3,Employee_dataset__
17,7.0588235294117645,0.23529411764705882,0.48507125007266594,5.0,0.937037037037037,0.7647058823529411,0.6190476190476191,0.5555555555555555,0.875,0.8655462184873949,0.7647058823529411,0.859375,0.9672762271414822,0.8665407417674353,1.0,1.0,1.0,7,,,,0,,,,0,0.0,0.0,,1,0.8571428571428571,0.6666666666666666,0.75,9,"Executions_in_the_United_States,_1976-2016_"
123,4.471544715447155,0.18699186991869918,0.4324255657551935,15.609756097560975,0.9125718524012609,0.8130081300813008,0.6218181818181818,0.8619722382880277,0.747170542635659,0.983148558758315,0.8130081300813008,0.8867599420180249,0.953708703549163,0.8451183276897954,1.0,0.8105263157894737,0.8953488372093024,95,0.0,,,0,0.2,1.0,0.33333333333333337,1,0.9090909090909091,0.7142857142857143,0.8,14,1.0,0.9230769230769231,0.9600000000000001,13,FBI's_Most_Wanted_Criminals_Dataset__
5,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,5,,,,0,,,,0,,,,0,,,,0,GeeksforGeeks_Articles_
11,16.363636363636363,0.7272727272727273,1.4142135623730951,26.969696969696972,0.2292993630573249,0.6363636363636364,0.75,0.6041666666666666,0.6416666666666666,0.7272727272727273,0.6363636363636364,0.6484848484848486,0.6121794871794872,0.4994438672941484,0.5,0.75,0.6,4,0.5,0.5,0.5,2,1.0,0.5,0.6666666666666666,2,,,,0,1.0,0.6666666666666666,0.8,3,Glassdoor-_Analyze_Gender_Pay_Gap__
14,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,14,,,,0,,,,0,,,,0,,,,0,Greenhouse_Plant_Growth___
