n_compared,mae_score,mae_category,rmse_category,mape_category,r2_category,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,qwk,spearman_category,cat1_precision,cat1_recall,cat1_f1,cat1_support,cat2_precision,cat2_recall,cat2_f1,cat2_support,cat3_precision,cat3_recall,cat3_f1,cat3_support,cat4_precision,cat4_recall,cat4_f1,cat4_support,cat5_precision,cat5_recall,cat5_f1,cat5_support,dataset
4,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4,,,,0,,,,0,,,,0,,,,0,Programming_Languages_Trend_Over_Time_
35,15.428571428571429,0.6571428571428571,1.230563169563316,58.09523809523809,0.44560669456066937,0.6285714285714286,0.4333333333333333,0.4381818181818182,0.6961038961038962,0.8142857142857143,0.6285714285714286,0.7233372687918143,0.7439613526570048,0.8003766517976353,1.0,0.5909090909090909,0.7428571428571429,22,0.0,0.0,,1,0.0,0.0,,1,0.5,0.6,0.5454545454545454,5,0.6666666666666666,1.0,0.8,6,Public_Health_Dataset__
21,8.571428571428571,0.23809523809523808,0.5773502691896257,10.317460317460316,0.8402173913043478,0.8095238095238095,0.7666666666666666,0.8433333333333334,0.7758730158730159,0.8650793650793651,0.8095238095238095,0.817535903250189,0.9215162840363054,0.8728415707751522,1.0,0.8,0.888888888888889,5,0.5,1.0,0.6666666666666666,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,1.0,0.75,0.8571428571428571,8,0.6666666666666666,1.0,0.8,4,STUDENT_PERFORMANCE_DATA_
6,13.333333333333334,0.5,0.9128709291752769,36.66666666666667,0.6103896103896105,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7111111111111111,0.8,0.6666666666666666,0.7466666666666667,0.7058823529411765,0.8890008890013334,,0.0,,1,,,,0,0.5,1.0,0.6666666666666666,1,0.5,1.0,0.6666666666666666,1,1.0,0.6666666666666666,0.8,3,Salary_Prediction_dataset__
13,13.076923076923077,0.46153846153846156,0.9607689228305228,15.384615384615385,0.5714285714285714,0.6923076923076923,0.75,0.6,0.8412698412698413,0.75,0.6923076923076923,0.8412698412698413,0.8125,0.8432740427115678,0.5,1.0,0.6666666666666666,3,,0.0,,2,0.75,1.0,0.8571428571428571,3,,0.0,,2,1.0,1.0,1.0,3,Sleep_Health_and_Lifestyle_Dataset_
7,2.857142857142857,0.2857142857142857,0.5345224838248488,14.285714285714285,0.8985507246376812,0.7142857142857143,0.8,0.6666666666666666,0.875,0.76,0.7142857142857143,0.85,0.9536423841059603,0.8366600265340755,0.6,1.0,0.7499999999999999,3,,0.0,,2,,,,0,,,,0,1.0,1.0,1.0,2,Smoker's_Health_Data_
10,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,10,,,,0,,,,0,,,,0,,,,0,Soil_Quality_Classification__
11,2.727272727272727,0.18181818181818182,0.4264014327112209,18.181818181818183,0.9378531073446328,0.8181818181818182,0.75,0.9047619047619048,0.9444444444444443,1.0,0.8181818181818182,0.8939393939393938,0.9673590504451038,0.9068268993477812,1.0,0.7142857142857143,0.8333333333333333,7,0.0,,,0,,,,0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,Student_Academic_Performance_-_500_Students__
31,5.0,0.25806451612903225,0.508000508000762,16.129032258064516,0.8823529411764706,0.7419354838709677,0.65,0.6850877192982456,0.5773015873015873,0.8516129032258064,0.7419354838709677,0.7664618535586277,0.9420289855072463,0.9294685365410186,1.0,0.8421052631578947,0.9142857142857143,19,0.25,0.25,0.25,4,0.2,1.0,0.33333333333333337,1,1.0,0.3333333333333333,0.5,3,0.8,1.0,0.888888888888889,4,Student_Habits_and_Academic_Performance_Dataset_
11,13.636363636363637,0.6363636363636364,1.243163121016122,63.63636363636363,0.5825892857142857,0.7272727272727273,0.5,0.625,0.7,1.0,0.7272727272727273,0.7818181818181817,0.7293777134587555,0.9720006564162494,1.0,0.25,0.4,4,,,,0,0.0,,,0,0.0,,,0,1.0,1.0,1.0,7,Student_Mental_health_
46,2.630434782608696,0.15217391304347827,0.39009474880274697,7.789855072463768,0.9290123456790124,0.8478260869565217,0.5476190476190476,0.6102941176470589,0.7642579642579642,0.9478458049886621,0.8478260869565217,0.9359085359085358,0.9658970557085363,0.938424537003127,1.0,0.9411764705882353,0.9696969696969697,34,0.0,,,0,,0.0,,4,0.3333333333333333,0.5,0.4,2,0.8571428571428571,1.0,0.923076923076923,6,Student_Performance_&_Behavior_Dataset__
16,1.875,0.125,0.3535533905932738,7.8125,0.9511450381679389,0.875,0.6666666666666666,0.8585858585858586,0.8507936507936508,0.9583333333333334,0.875,0.9047619047619048,0.9766423357664233,0.9341609898779205,1.0,0.9090909090909091,0.9523809523809523,11,0.0,,,0,,,,0,1.0,0.6666666666666666,0.8,3,0.6666666666666666,1.0,0.8,2,Student_Performance_Dataset_
15,2.0,0.06666666666666667,0.2581988897471611,3.3333333333333335,0.9755700325732899,0.9333333333333333,0.9696969696969697,0.75,0.9841269841269842,0.935064935064935,0.9333333333333333,0.9659863945578231,0.9879518072289156,0.9270032569323429,0.9090909090909091,1.0,0.9523809523809523,10,,0.0,,1,,,,0,1.0,1.0,1.0,1,1.0,1.0,1.0,3,Student_Performance_Dataset__
16,3.75,0.1875,0.4330127018922193,6.25,0.916083916083916,0.8125,0.7666666666666666,0.7,0.7701754385964912,0.8523809523809524,0.8125,0.8661654135338346,0.959866220735786,0.9418701460317012,0.9,1.0,0.9473684210526316,9,1.0,0.5,0.6666666666666666,2,0.5,1.0,0.6666666666666666,1,,0.0,,2,0.6666666666666666,1.0,0.8,2,Student_Performance_Dataset__1
15,4.666666666666667,0.06666666666666667,0.2581988897471611,1.6666666666666667,0.9725274725274725,0.9333333333333333,0.9166666666666666,0.875,0.8666666666666667,0.9555555555555556,0.9333333333333333,0.9288888888888889,0.9870801033591732,0.9931218782172805,1.0,1.0,1.0,9,,,,0,1.0,1.0,1.0,2,1.0,0.5,0.6666666666666666,2,0.6666666666666666,1.0,0.8,2,Student_Performance_Prediction_Dataset__
10,3.0,0.1,0.31622776601683794,10.0,0.9583333333333334,0.9,0.75,0.9523809523809524,0.9743589743589743,1.0,0.9,0.946153846153846,0.9787234042553191,0.914991421995628,1.0,0.8571428571428571,0.923076923076923,7,0.0,,,0,,,,0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,Student_Performance_Prediction__
16,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,,,,0,,,,0,,,,0,1.0,1.0,1.0,2,Student_Performance_and_Clustering_Dataset_
33,6.96969696969697,0.36363636363636365,0.778498944161523,19.545454545454547,0.7884615384615384,0.7272727272727273,0.640897435897436,0.6988095238095238,0.6389153439153439,0.762004662004662,0.7272727272727273,0.7318261984928651,0.890764647467726,0.8754357392367192,0.8461538461538461,0.7857142857142857,0.8148148148148148,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0.4,1.0,0.5714285714285715,2,0.75,0.5,0.6,6,0.875,0.875,0.875,8,Student_Performance_in_Secondary_Education_
8,5.0,0.125,0.3535533905932738,3.125,0.9607843137254902,0.875,0.8888888888888888,0.8333333333333334,0.8222222222222223,0.9166666666666666,0.875,0.8666666666666667,0.981651376146789,0.9578414886923188,1.0,1.0,1.0,4,,,,0,,,,0,1.0,0.5,0.6666666666666666,2,0.6666666666666666,1.0,0.8,2,Student_Study_Performance_
8,8.75,0.25,0.5,16.666666666666664,0.9162303664921466,0.75,0.625,0.6875,0.8412698412698413,0.9285714285714286,0.75,0.8707482993197279,0.9576719576719577,0.9541656217448337,1.0,0.75,0.8571428571428571,4,0.0,,,0,,0.0,,1,0.5,1.0,0.6666666666666666,1,1.0,1.0,1.0,2,Students_Academic_Performance_Dataset
14,7.142857142857143,0.35714285714285715,0.5976143046671968,32.142857142857146,0.8624754420432219,0.6428571428571429,0.6666666666666666,0.625,0.8222222222222223,0.880952380952381,0.6428571428571429,0.7641025641025642,0.9260042283298098,0.9182314104301535,1.0,0.5,0.6666666666666666,8,0.0,0.0,,1,0.6666666666666666,1.0,0.8,2,,,,0,1.0,1.0,1.0,3,Students_Adaptability_Level_in_Online_Education__
15,6.666666666666667,0.3333333333333333,0.5773502691896257,11.666666666666666,0.8511904761904762,0.6666666666666666,0.5375,0.5333333333333333,0.7857142857142857,0.6035714285714285,0.6666666666666666,0.8246753246753247,0.9299719887955182,0.9365570123773327,1.0,1.0,1.0,5,0.4,0.6666666666666666,0.5,3,0.0,0.0,,3,,0.0,,1,0.75,1.0,0.8571428571428571,3,Students_Performance_Dataset
11,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,11,,,,0,,,,0,,,,0,,,,0,Video_Game_Sales
12,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,12,,,,0,,,,0,,,,0,,,,0,Wine_Dataset__
18,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,18,,,,0,,,,0,,,,0,,,,0,Zoo_Animals__
14,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,14,,,,0,,,,0,,,,0,,,,0,animal_dataset_csv__
14,2.857142857142857,0.07142857142857142,0.2672612419124244,3.571428571428571,0.96875,0.9285714285714286,0.975,0.8,0.986842105263158,0.9307692307692308,0.9285714285714286,0.9635627530364373,0.9846153846153847,0.9301986137797907,0.9,1.0,0.9473684210526316,9,,0.0,,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,2,data-science-job-salaries_
12,8.333333333333334,0.3333333333333333,0.7071067811865476,27.083333333333332,0.8177215189873418,0.75,0.6,0.7999999999999999,0.8796296296296297,1.0,0.75,0.8495370370370371,0.8968481375358166,0.933138949631687,1.0,0.6,0.7499999999999999,5,0.0,,,0,0.0,,,0,1.0,0.8,0.888888888888889,5,1.0,1.0,1.0,2,german-credit-data_
14,2.857142857142857,0.14285714285714285,0.5345224838248488,14.285714285714285,0.893939393939394,0.9285714285714286,0.6666666666666666,0.9545454545454546,0.9761904761904762,1.0,0.9285714285714286,0.9625850340136054,0.9473684210526315,0.8987170342729172,1.0,0.9090909090909091,0.9523809523809523,11,,,,0,0.0,,,0,,,,0,1.0,1.0,1.0,3,healthcare_data.csv__
23,6.956521739130435,0.30434782608695654,0.6255432421712243,20.434782608695652,0.8625498007968128,0.7391304347826086,0.6799999999999999,0.8054545454545454,0.6747702589807854,0.8608695652173913,0.7391304347826086,0.7667901638153355,0.9229050279329609,0.921384144737478,1.0,0.7272727272727273,0.8421052631578948,11,0.3333333333333333,1.0,0.5,1,0.4,1.0,0.5714285714285715,2,0.6666666666666666,0.5,0.5714285714285715,4,1.0,0.8,0.888888888888889,5,student-performance_
